Resume,Job_Description,Resume_Cleaned,Job_Description_Cleaned,Similarity_Score
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",ai researcher strong foundation deep learning nlp published papers leading journals,looking data analyst expertise python sql tableau data visualization tools like excel,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and responsive design.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience kubernetes responsive design,0.0
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Tableau.",front end developer proficient java spring boot restful apis experience building responsive web applications,looking data analyst expertise python sql tableau data visualization tools like tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in microservices and Java, Spring Boot, RESTful APIs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience microservices java spring boot restful apis,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in backend development and React, JavaScript, CSS.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience backend development react javascript css,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Power BI.",ai researcher strong foundation deep learning nlp published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like power bi,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and cloud migration.,ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience kubernetes cloud migration,0.0
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",front end developer proficient react javascript css experience building responsive web applications,looking data analyst expertise python sql tableau data visualization tools like excel,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Power BI.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise java spring boot restful apis data visualization tools like power bi,0.0
"Software engineer with 9 years of experience in AWS, Azure, GCP. Skilled in cloud migration.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Tableau.",software engineer 9 years experience aws azure gcp skilled cloud migration,looking data analyst expertise react javascript css data visualization tools like tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency react javascript css experience creating responsive designs,0.0
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",front end developer proficient react javascript css experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and Python, SQL, Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience responsive design python sql tableau,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in multi-cloud platforms and backend development.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience multi cloud platforms backend development,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and AWS, Azure, GCP.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience responsive design aws azure gcp,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.0
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel.",front end developer proficient aws azure gcp experience building responsive web applications,looking data analyst expertise java spring boot restful apis data visualization tools like excel,0.0
"Software engineer with 7 years of experience in AWS, Azure, GCP. Skilled in responsive design.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",software engineer 7 years experience aws azure gcp skilled responsive design,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and React, JavaScript, CSS.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience responsive design react javascript css,0.0
"Software engineer with 6 years of experience in AWS, Azure, GCP. Skilled in microservices.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",software engineer 6 years experience aws azure gcp skilled microservices,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Seeking a cloud architect with experience in AWS, Azure, GCP and responsive design.",ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience aws azure gcp responsive design,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",ai researcher strong foundation deep learning nlp published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.",Seeking a cloud architect with experience in multi-cloud platforms and microservices.,ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience multi cloud platforms microservices,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency react javascript css experience creating responsive designs,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in AWS, Azure, GCP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency aws azure gcp experience creating responsive designs,0.0
"Software engineer with 3 years of experience in Java, Spring Boot, RESTful APIs. Skilled in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",software engineer 3 years experience java spring boot restful apis skilled microservices,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and AWS, Azure, GCP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience cloud migration aws azure gcp,0.0
"Software engineer with 3 years of experience in Java, Spring Boot, RESTful APIs. Skilled in cloud migration.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Power BI.",software engineer 3 years experience java spring boot restful apis skilled cloud migration,looking data analyst expertise react javascript css data visualization tools like power bi,0.0
"Software engineer with 2 years of experience in Python, SQL, Tableau. Skilled in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",software engineer 2 years experience python sql tableau skilled microservices,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and backend development.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience kubernetes backend development,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like excel,0.0
"Software engineer with 9 years of experience in AWS, Azure, GCP. Skilled in backend development.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",software engineer 9 years experience aws azure gcp skilled backend development,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.0
"Software engineer with 6 years of experience in Python, SQL, Tableau. Skilled in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",software engineer 6 years experience python sql tableau skilled microservices,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in AWS, Azure, GCP and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency aws azure gcp experience creating responsive designs,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and Python, SQL, Tableau.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience cloud migration python sql tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Seeking a cloud architect with experience in AWS, Azure, GCP and microservices.",ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience aws azure gcp microservices,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.",Seeking a cloud architect with experience in multi-cloud platforms and microservices.,ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience multi cloud platforms microservices,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and Python, SQL, Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience responsive design python sql tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency react javascript css experience creating responsive designs,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in microservices and Java, Spring Boot, RESTful APIs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience microservices java spring boot restful apis,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise java spring boot restful apis data visualization tools like excel,0.0
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",front end developer proficient python sql tableau experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.0
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",front end developer proficient react javascript css experience building responsive web applications,looking data analyst expertise aws azure gcp data visualization tools like excel,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and cloud migration.,ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience kubernetes cloud migration,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in microservices and Java, Spring Boot, RESTful APIs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience microservices java spring boot restful apis,0.0
"Software engineer with 9 years of experience in React, JavaScript, CSS. Skilled in cloud migration.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",software engineer 9 years experience react javascript css skilled cloud migration,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.0
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",front end developer proficient python sql tableau experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and Python, SQL, Tableau.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience cloud migration python sql tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Seeking a cloud architect with experience in AWS, Azure, GCP and microservices.",ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience aws azure gcp microservices,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and backend development.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience kubernetes backend development,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like excel,0.0
"Software engineer with 1 years of experience in Java, Spring Boot, RESTful APIs. Skilled in responsive design.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",software engineer 1 years experience java spring boot restful apis skilled responsive design,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency react javascript css experience creating responsive designs,0.0
"Software engineer with 4 years of experience in deep learning, TensorFlow, NLP. Skilled in responsive design.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Excel.",software engineer 4 years experience deep learning tensorflow nlp skilled responsive design,looking data analyst expertise java spring boot restful apis data visualization tools like excel,0.0
"Software engineer with 2 years of experience in AWS, Azure, GCP. Skilled in cloud migration.","Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Excel.",software engineer 2 years experience aws azure gcp skilled cloud migration,looking data analyst expertise deep learning tensorflow nlp data visualization tools like excel,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and responsive design.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience kubernetes responsive design,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in microservices and Python, SQL, Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience microservices python sql tableau,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in multi-cloud platforms and cloud migration.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience multi cloud platforms cloud migration,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Seeking a cloud architect with experience in AWS, Azure, GCP and cloud migration.",ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience aws azure gcp cloud migration,0.0
"Software engineer with 7 years of experience in deep learning, TensorFlow, NLP. Skilled in responsive design.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",software engineer 7 years experience deep learning tensorflow nlp skilled responsive design,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.0
"Software engineer with 3 years of experience in Python, SQL, Tableau. Skilled in backend development.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",software engineer 3 years experience python sql tableau skilled backend development,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise python sql tableau data visualization tools like tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and AWS, Azure, GCP.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience cloud migration aws azure gcp,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Power BI.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise python sql tableau data visualization tools like power bi,0.0
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Power BI.",front end developer proficient python sql tableau experience building responsive web applications,looking data analyst expertise react javascript css data visualization tools like power bi,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like excel,0.0
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",front end developer proficient java spring boot restful apis experience building responsive web applications,looking ai researcher expertise deep learning nlp strong background react javascript css,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and AWS, Azure, GCP.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience cloud migration aws azure gcp,0.0
"Software engineer with 10 years of experience in React, JavaScript, CSS. Skilled in responsive design.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",software engineer 10 years experience react javascript css skilled responsive design,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.0
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",front end developer proficient aws azure gcp experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and Python, SQL, Tableau.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience responsive design python sql tableau,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.0
"Software engineer with 5 years of experience in AWS, Azure, GCP. Skilled in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",software engineer 5 years experience aws azure gcp skilled microservices,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",ai researcher strong foundation deep learning nlp published papers leading journals,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.0
"Software engineer with 7 years of experience in Java, Spring Boot, RESTful APIs. Skilled in responsive design.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in AWS, Azure, GCP.",software engineer 7 years experience java spring boot restful apis skilled responsive design,looking ai researcher expertise deep learning nlp strong background aws azure gcp,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and Python, SQL, Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience responsive design python sql tableau,0.0
"Software engineer with 10 years of experience in AWS, Azure, GCP. Skilled in microservices.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in deep learning, TensorFlow, NLP.",software engineer 10 years experience aws azure gcp skilled microservices,looking ai researcher expertise machine learning computer vision strong background deep learning tensorflow nlp,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency react javascript css experience creating responsive designs,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and responsive design.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience kubernetes responsive design,0.0
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",front end developer proficient aws azure gcp experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.",Seeking a cloud architect with experience in Kubernetes and cloud migration.,ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience kubernetes cloud migration,0.0
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",front end developer proficient python sql tableau experience building responsive web applications,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.0
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",front end developer proficient aws azure gcp experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Hiring a software engineer with experience in responsive design and React, JavaScript, CSS.",ai researcher strong foundation machine learning computer vision published papers leading journals,hiring software engineer experience responsive design react javascript css,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency react javascript css experience creating responsive designs,0.0
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",front end developer proficient python sql tableau experience building responsive web applications,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.0
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Tableau.",front end developer proficient java spring boot restful apis experience building responsive web applications,looking data analyst expertise react javascript css data visualization tools like tableau,0.0
"Software engineer with 1 years of experience in Python, SQL, Tableau. Skilled in cloud migration.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",software engineer 1 years experience python sql tableau skilled cloud migration,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking data analyst expertise python sql tableau data visualization tools like excel,0.0
"Software engineer with 10 years of experience in Java, Spring Boot, RESTful APIs. Skilled in backend development.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",software engineer 10 years experience java spring boot restful apis skilled backend development,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Power BI.",ai researcher strong foundation deep learning nlp published papers leading journals,looking data analyst expertise react javascript css data visualization tools like power bi,0.0
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Power BI.",front end developer proficient python sql tableau experience building responsive web applications,looking data analyst expertise java spring boot restful apis data visualization tools like power bi,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Seeking a cloud architect with experience in AWS, Azure, GCP and responsive design.",ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience aws azure gcp responsive design,0.0
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",front end developer proficient python sql tableau experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.0
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",front end developer proficient react javascript css experience building responsive web applications,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.0
"Software engineer with 7 years of experience in AWS, Azure, GCP. Skilled in backend development.","Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Power BI.",software engineer 7 years experience aws azure gcp skilled backend development,looking data analyst expertise deep learning tensorflow nlp data visualization tools like power bi,0.0
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.",Seeking a cloud architect with experience in multi-cloud platforms and cloud migration.,ai researcher strong foundation machine learning computer vision published papers leading journals,seeking cloud architect experience multi cloud platforms cloud migration,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Seeking a cloud architect with experience in AWS, Azure, GCP and cloud migration.",ai researcher strong foundation deep learning nlp published papers leading journals,seeking cloud architect experience aws azure gcp cloud migration,0.0
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Tableau.",front end developer proficient java spring boot restful apis experience building responsive web applications,looking data analyst expertise react javascript css data visualization tools like tableau,0.0
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Excel.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,looking data analyst expertise react javascript css data visualization tools like excel,0.0
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.0
